"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"8974","Transact Technologies Q4 Adj. EPS $0.12 Misses $0.13 Estimate, Sales $11.8M Miss $13.65M Estimate","negative",0.8,0.9,18409,"TRANSACT TECHNOLOGIES INC",7,"the news is negative because both the adjusted eps and sales figures missed the estimates.",157,51,0,"2019-03-06",83910,-2.51694321632385,-9.13604870438576,-14.3992039868137,-13.2075467814832,2.78606694191694,0.977520955524502,1.47347369839903
"8975","Morgan Stanley Downgrades Teva Pharmaceutical Indus to Equal-Weight, Announces $17 Price Target","negative",0.8,0.9,18417,"TEVA PHARMACEUTICAL INDS LTD",7,"the news is negative because a downgrade from morgan stanley typically indicates a lack of confidence in the stock's future performance, which can lead to a decrease in investor sentiment and stock price.",150,71,0,"2019-03-06",75652,-4.54273335635662,0.187850545626134,1.62804796878595,5.5729512574539,-0.1194057171233,-2.0491825139244,-0.594179295380737
"8976","The Street Reacts To Target's Q4 Earnings, Analyst Day","neutral",0.5,0.7,18425,"TARGET CORP",7,"the headline simply states that there is a reaction to target's q4 earnings and analyst day without indicating whether the reaction is positive or negative.",129,67,1,"2019-03-06",49154,1.1842125095427,-0.949289090931416,0.286087481494146,0.832249000271656,4.58236113190651,4.19522535351176,4.62555141752121
"8977","Bank Of America Reiterates Buy On Target As Firm Continues To View Shares As A Top Pick For 2019 On '1) private brand launches; 2) growth of highly productive small format stores; 3) 300 annual store remodels; and 4) expanded fulfillment options'","positive",0.8,0.9,18433,"TARGET CORP",7,"the news is positive as it highlights bank of america's continued confidence in target corp, citing several growth initiatives such as private brand launches, small format stores, store remodels, and expanded fulfillment options.",176,74,2,"2019-03-06",49154,1.1842125095427,-0.949289090931416,0.286087481494146,0.832249000271656,4.58236113190651,4.19522535351176,4.62555141752121
"8978","Deutsche Bank Maintains Hold on Target, Raises Price Target to $84","neutral",0.3,0.7,18441,"TARGET CORP",7,"the news is neutral because while deutsche bank maintained a 'hold' rating, which is neither a strong endorsement nor a strong criticism, they did raise the price target, indicating some level of positive outlook.",131,75,1,"2019-03-06",49154,1.1842125095427,-0.949289090931416,0.286087481494146,0.832249000271656,4.58236113190651,4.19522535351176,4.62555141752121
"8979","BMO Capital Maintains Market Perform on Target, Raises Price Target to $78","neutral",0.3,0.7,18449,"TARGET CORP",7,"the news is neutral because while bmo capital maintains a 'market perform' rating, which is neither particularly positive nor negative, they have raised the price target, which is a slightly positive indicator.",132,74,1,"2019-03-06",49154,1.1842125095427,-0.949289090931416,0.286087481494146,0.832249000271656,4.58236113190651,4.19522535351176,4.62555141752121
"8980","Tandy Leather Factory Q4 EPS $(0.07) Down From $0.22 YoY, Sales $24.744M Up From $24.502M YoY","negative",0.7,0.8,18457,"TANDY LEATHER FACTORY INC",7,"the news is negative because the company's q4 eps decreased significantly from $0.22 to $(0.07) year-over-year, despite a slight increase in sales.",162,69,0,"2019-03-06",79666,-0.978490337729454,-0.0977337476797401,10.3992423566353,13.8379085359956,-0.534754619002342,-1.06382880808984,-1.23894108318862
"8981","T-Mobile Says Working Closely With States To Show Deal Value","neutral",0.3,0.7,18465,"T MOBILE U S INC",7,"the news indicates that t-mobile is working closely with states to demonstrate the value of a deal, which is a neutral statement as it does not provide information on the outcome or impact of the deal.",132,74,1,"2019-03-06",91937,-0.882236193865538,0.762928696349263,2.07685962573163,1.80841869700652,-0.334958638995886,-1.28558575389188,-1.10787348342626
"8982","Sprint shares are trading lower after the House Judiciary Committee set a hearing concerning the company's proposed merger with T-Mobile; T-Mobile shares are trading slightly lower as well.","negative",0.5,0.7,18473,"T MOBILE U S INC",7,"the news is negative because the announcement of a hearing by the house judiciary committee concerning the proposed merger has led to a decline in t-mobile's share price, indicating investor concern or uncertainty.",151,72,0,"2019-03-06",91937,-0.882236193865538,0.762928696349263,2.07685962573163,1.80841869700652,-0.334958638995886,-1.28558575389188,-1.10787348342626
"8983","Tandem Diabetes Care shares are trading lower after the company announced that it will use its remote software update tool to resolve a rare bug that might cause problems for the ongoing DCLP 3 phase of its IDCL trial.","negative",0.6,0.8,18481,"TANDEM DIABETES CARE INC",7,"the news is negative because the company's shares are trading lower following the announcement of a bug in its trial, which could indicate potential issues with the product or trial progress.",169,68,0,"2019-03-06",14325,-5.48761785030365,-2.52445917576551,12.685384929942,13.0956124591281,4.01736684143543,-3.14846916573277,2.27237795346076
"8984","Tandem Diabetes Reports Intent To Use Tandem Device Updater To Resolve Control-IQ Technology Software Anomaly Identified During Ongoing DCLP3 Phase Of IDCL Trial","neutral",0.5,0.7,18489,"TANDEM DIABETES CARE INC",7,"the news reports an intent to resolve a software anomaly, which is neither explicitly positive nor negative but indicates a proactive approach to addressing issues.",160,62,1,"2019-03-06",14325,-5.48761785030365,-2.52445917576551,12.685384929942,13.0956124591281,4.01736684143543,-3.14846916573277,2.27237795346076
"8985","TriplePoint Venture Gwth Q4 EPS $0.41 Beats $0.34 Estimate","positive",0.8,0.9,18497,"TRIPLEPOINT VENTURE GR BDC CORP",7,"the news is positive because triplepoint venture growth's q4 eps of $0.41 exceeded the estimate of $0.34, indicating better-than-expected financial performance.",150,70,2,"2019-03-06",14522,-0.470591522753239,4.09771837294102,5.98896966209339,5.04116147672764,-0.546019477769732,1.19047311916054,0.235846942447471
"8986","TripAdvisor shares are trading lower after Cowen & Co. downgraded the stock from Market Perform to Underperform and lowered the price target from $50 to $40.","negative",0.8,0.9,18505,"TRIPADVISOR INC",7,"the news is negative because it reports a downgrade of tripadvisor's stock rating and a reduction in the price target by cowen & co.",156,63,0,"2019-03-06",13168,-3.19189243018627,0.789728946983814,2.92201279157298,2.23099147879842,-0.721064629033208,-0.418730901060149,-1.59864303162245
"8987","Cowen & Co. Downgrades TripAdvisor to Underperform, Lowers Price Target to $40","negative",0.8,0.9,18513,"TRIPADVISOR INC",7,"the news is negative because a downgrade to 'underperform' and a lowered price target to $40 by cowen & co. suggests a lack of confidence in tripadvisor's future performance.",143,73,0,"2019-03-06",13168,-3.19189243018627,0.789728946983814,2.92201279157298,2.23099147879842,-0.721064629033208,-0.418730901060149,-1.59864303162245
"8988","Tyson Foods Option Alert: Apr 18 $62.5 Calls at the Ask: 500 @ $2.5 vs 541 OI; Ref=$63.43","neutral",0.3,0.7,18521,"TYSON FOODS INC",7,"the news is about an options trade, which does not inherently indicate positive or negative sentiment about tyson foods inc. it simply reflects trading activity.",156,63,1,"2019-03-06",77730,-0.672190543264151,0.89707225561142,1.41643306746206,2.10890208133117,2.74655148386955,2.86220073703276,3.74635318120238
"8989","TeleTech Sees FY19 Sales $1.614B-$1.63B vs $1.56B Estiamte","positive",0.8,0.9,18537,"T T E C HOLDINGS INC",7,"the news is positive because ttec holdings inc. is projecting higher fy19 sales ($1.614b-$1.63b) compared to the estimate ($1.56b), indicating better-than-expected financial performance.",150,80,2,"2019-03-06",83916,-6.3529409468174,6.25000521540642,9.23366407525748,10.7726139706479,-0.961263664066792,-2.15827334711933,-0.758897650010903
"8990","Berenberg Initiates Coverage On 2U with Buy Rating, Announces $102 Price Target","positive",0.8,0.9,18553,"2 U INC",7,"the news is positive because berenberg initiated coverage with a buy rating and set a high price target of $102, indicating strong confidence in the company's future performance.",137,68,2,"2019-03-06",14554,-2.72216536104679,0.310925487428904,2.32454786098724,-0.0444163563315114,-0.544330710545182,-5.76818663736488,-5.79375407312065
"8991","Whole Foods Supplier United Natural Food's Q2 Print Leaves Bear Analysts Unmoved","negative",0.6,0.8,18569,"UNITED NATURAL FOODS INC",7,"the phrase 'leaves bear analysts unmoved' suggests that the q2 results did not meet expectations, which is generally perceived negatively.",138,62,0,"2019-03-06",84275,-8.52765291929245,3.64166088402271,-7.28332175131666,-1.82083077542518,-0.858653336763382,-1.18498592350145,-4.35830593836783e-08
"8992","Is Urban Outfitters In Fashion With The Street After Strong Q4?","positive",0.8,0.9,18577,"URBAN OUTFITTERS INC",7,"the headline suggests that urban outfitters had a strong q4, which is generally a positive indicator for the company's performance and likely to be viewed favorably by the market.",137,69,2,"2019-03-06",79881,-0.0988490530289709,-2.30870340019464,-3.19920611010542,-5.70580327989767,0.496687460690737,-2.50561766459052,-1.62074546605219
"8993","Nomura Maintains Neutral on Urban Outfitters, Lowers Price Target to $32","neutral",0.2,0.8,18585,"URBAN OUTFITTERS INC",7,"the news is neutral because while nomura maintains a neutral rating on urban outfitters, it also lowers the price target, indicating mixed sentiments.",141,63,1,"2019-03-06",79881,-0.0988490530289709,-2.30870340019464,-3.19920611010542,-5.70580327989767,0.496687460690737,-2.50561766459052,-1.62074546605219
"8994","Veeco Instruments shares are trading lower after Stifel Nicolaus downgraded the company's stock from Buy to Hold and announced a price target of $12 per share.","negative",0.8,0.9,18593,"VEECO INSTRUMENTS INC DEL",7,"the news is negative because the company's stock was downgraded from buy to hold, which typically indicates a lack of confidence in the stock's future performance.",160,66,0,"2019-03-06",81116,-10.1234532892704,-2.65567731112242,-0.457877072524926,6.2271090684592,1.67363863438368,4.74137255902551,6.39229020907979
"8995","Stifel Nicolaus Downgrades Veeco Instruments to Hold, Announces $12","negative",0.8,0.9,18601,"VEECO INSTRUMENTS INC DEL",7,"the news is negative because a downgrade from stifel nicolaus to 'hold' and the announcement of a $12 price target typically indicates a lack of confidence in the stock's near-term performance.",144,74,0,"2019-03-06",81116,-10.1234532892704,-2.65567731112242,-0.457877072524926,6.2271090684592,1.67363863438368,4.74137255902551,6.39229020907979
"8996","Goldman Sachs Upgrades Controladora Vuela to Buy","positive",0.8,0.9,18609,"CONTROLADORA VUELA COMP DE AVIA",7,"an upgrade to 'buy' from a reputable financial institution like goldman sachs is generally seen as a positive indicator for the company's stock performance.",141,62,2,"2019-03-06",14132,1.87793243676424,-0.345630012452602,4.60829033051522,4.3778813180793,1.9138852134347,-0.467289270432425,-0.699294509068116
"8997","VMware Option Alert: Apr 18 $180 Calls Sweep (37) near the Ask: 1136 @ $2.449 vs 168 OI; Ref=$169.0","positive",0.7,0.8,18617,"VMWARE INC",7,"the purchase of call options near the ask price suggests bullish sentiment, indicating that investors expect vmware's stock price to rise.",154,59,2,"2019-03-06",92257,-1.48822013288736,-0.628963159397244,3.92664481597107,8.65860071142606,0.21471397485584,-3.09202847913392,0.512196451228419
"8998","VMware shares are trading lower after analysts at Goldman Sachs downgraded the stock from 'Neutral' to 'Sell'.","negative",0.8,0.9,18625,"VMWARE INC",7,"the news is negative because the downgrade from 'neutral' to 'sell' by goldman sachs suggests a lack of confidence in vmware's stock performance, leading to a decline in share price.",139,72,0,"2019-03-06",92257,-1.48822013288736,-0.628963159397244,3.92664481597107,8.65860071142606,0.21471397485584,-3.09202847913392,0.512196451228419
"8999","Goldman Sachs Downgrades VMware to Sell, Announces $177","negative",0.8,0.9,18633,"VMWARE INC",7,"the news is negative because a downgrade to 'sell' from a reputable financial institution like goldman sachs typically indicates a lack of confidence in the company's future performance, which can negatively impact investor sentiment and stock price.",129,76,0,"2019-03-06",92257,-1.48822013288736,-0.628963159397244,3.92664481597107,8.65860071142606,0.21471397485584,-3.09202847913392,0.512196451228419
"9000","Citigroup Maintains Neutral on VeriSign, Raises Price Target to $195","neutral",0.2,0.8,18641,"VERISIGN INC",7,"the news is neutral because while citigroup maintains a neutral rating on verisign, it also raises the price target, indicating a balanced outlook.",133,63,1,"2019-03-06",85753,-0.590577535331249,0.424352148547769,2.1160971724181,2.89125296892996,0.548572512343526,-1.50138871900678,-0.140417883915711
"9001","Vertex Reports Treatment With Triple Combo VX-445, Tezacaftor, Ivacaftor Resulted In Statistically Significant Improvements In Lung Function In 2 Phase 3 Studies For Cystic Fibrosis","positive",0.8,0.9,18649,"VERTEX PHARMACEUTICALS INC",7,"the news reports statistically significant improvements in lung function from vertex's triple combo treatment in phase 3 studies for cystic fibrosis, indicating successful clinical trial results.",173,66,2,"2019-03-06",76744,-3.56230139732361,-1.38037651777267,2.51228704682926,-0.62393288197784,-1.17869414389133,-2.26894280778474,-0.503309662638518
"9002","Sina, Weibo Shares Fall To Session Lows As Hearing Deutsche Bank Issued Mid-Day Downgrades On Stocks","negative",0.8,0.9,18657,"WEIBO CORP",7,"the news indicates that shares of sina and weibo fell to session lows due to mid-day downgrades by deutsche bank, which is generally perceived as negative for the company's stock performance.",144,72,0,"2019-03-06",14616,-3.48537042737007,-7.683165371418,-7.19274821415347,-9.3327430048388,-3.66174019873142,-3.26071656654112,-3.50172834582039
